bear.year,bearID,year.rep,sex,birth.year,age,repro,dN15,dC13,mass,headcirc,capture.date,cortisol.kitcorrected,condition,fYEAR,year,pub.name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,number.cubs,periodwcubs,cubseparation,cub.age,mother,father,family.group,length.mat.care,n.LMC,litter.size,mean.offspring.condition
W1310_2013,W1310,2012,F,2012,1,WithMother,4.66,-21.976,18.5,41,4/30/2013,9.72,0.451219512,2012,2013,Svukka,m,m,m,m,m,m,m,m,m,l,l,l,0,NA,NA,NA,W0621,unknown,47,o,1,2,0.455339486
W1311_2013,W1311,2012,F,2012,1,WithMother,5.01,-22.196,17,37,4/30/2013,6.95,0.459459459,2012,2013,Tveknippa,m,m,m,m,m,m,m,m,m,l,l,l,0,NA,NA,NA,W0621,unknown,47,o,1,2,0.455339486
W0621_2016,W0621,2015,F,2005,11,WithCubs,4.42,-23.12,93,62,5/17/2016,10.74,1.5,2015,2016,Stöa,s,s,s,s,3,s,3,s,s,s,s,s,3,january-december,yes,1,W9913,W0424,48,o,1,3,
W0623_2011,W0623,2010,F,2005,6,WithCubs,4.4,-23.22,70,57,4/28/2011,10.91,1.228070175,2010,2011,Verva,s,s,s,1,s,l,l,l,l,l,l,l,1,january-may,yes,1,W9914,W0102,49,o,1,1,0.456790123
W1112_2011,W1112,2010,F,2010,1,WithMother,4.94,-23.24,18.5,40.5,4/28/2011,10.33,0.456790123,2010,2011,Horrmunda,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0623,unknown,49,o,1,1,0.456790123
W0623_2016,W0623,2015,F,2005,11,WithCubs,3.91,-23.63,88,64,5/17/2016,11.05,1.375,2015,2016,Verva,s,s,s,s,1,NA,l,l,l,l,l,l,1,january-may,yes,1,W9914,W0102,50,o,1,1,
W0626_2006,W0626,2005,F,2000,6,WithCubs,4.44,-23.23,76,57,6/19/2006,4.2078,1.333333333,2005,2006,Koski,s,s,s,s,s,2,l,l,l,l,l,l,2,january-june,yes,1,W9806,W9701,51,o,1,2,
W0706_2016,W0706,2015,F,2006,10,WithCubs,4.63,-23.3,83.6,59,5/4/2016,7.39,1.416949153,2015,2016,Brända,s,s,s,s,1,NA,l,l,l,l,l,l,1,january-may,yes,1,W9814,W0327,52,o,1,1,
W0716_2010,W0716,2009,F,2001,9,WithCubs,3.94,-23.332,89,60,4/13/2010,14.58,1.483333333,2009,2010,Spjuta,s,s,s,3,l,l,l,l,l,l,l,l,3,january-april,yes,1,unknown,unknown,54,o,1,3,0.50877193
W1002_2010,W1002,2009,M,2009,1,WithMother,4.55,-23.402,21,38,4/13/2010,7.2,0.552631579,2009,2010,Spjuta_k2:1,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0716,unknown,54,o,1,3,0.50877193
W1003_2010,W1003,2009,M,2009,1,WithMother,4.49,-23.212,19,38,4/13/2010,6.64,0.5,2009,2010,Härfläck,m,m,m,m,l,l,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0716,unknown,54,o,1,3,0.50877193
W1004_2010,W1004,2009,M,2009,1,WithMother,4.6,-23.462,18,38,4/13/2010,11.82,0.473684211,2009,2010,Päjer,m,m,m,m,l,l,l,l,l,l,l,l,NA,NA,NA,NA,W0716,unknown,54,o,1,3,0.50877193
W0716_2012,W0716,2011,F,2001,11,WithCubs,4.49,-23.108,87,60,5/2/2012,6.38,1.45,2011,2012,Spjuta,s,s,s,2,s,s,l,l,l,1,l,l,2,january-june,yes,1,unknown,unknown,55,o,1,2,0.5
W1204_2012,W1204,2011,M,2011,1,WithMother,5.57,-23.768,18.5,37,5/2/2012,11.18,0.5,2011,2012,Kil-kalle,m,m,m,m,m,m,l,l,l,l,l,l,NA,NA,NA,NA,W0716,unknown,55,o,1,2,0.5
W1209_2012,W1209,2011,F,2011,1,WithMother,5.44,-23.738,NA,37,5/21/2012,9.71,NA,2011,2012,Järpa,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0716,unknown,55,o,1,2,0.5
W1017_2016,W1017,2015,F,2009,7,WithCubs,4.54,-23.07,86.8,57,5/2/2016,8.51,1.522807018,2015,2016,Pässan,s,s,s,1,1,l,l,l,l,l,l,l,1,january-may,yes,1,W0237,unknown,59,o,1,1,
W1112_2016,W1112,2015,F,2010,6,WithCubs,4.85,-23.44,89.6,62,5/17/2016,7.77,1.44516129,2015,2016,Horrmunda,s,s,s,s,s,l,l,l,d,NA,NA,NA,unknown,january-may,yes,1,W0623,unknown,60,o,1,0,
W1203_2016,W1203,2015,F,2008,8,WithCubs,5.17,-23.8,77.8,56.5,5/4/2016,7.05,1.37699115,2015,2016,Pengel,s,s,s,3,3,NA,l,l,l,l,l,l,3,january-may,yes,1,unknown,unknown,61,o,1,3,
W1319_2016,W1319,2015,F,2009,7,WithCubs,4.36,-23.51,72.6,57,5/1/2016,10.22,1.273684211,2015,2016,Snygga,s,s,s,1,1,NA,l,l,l,l,l,l,3,january-may,yes,1,unknown,unknown,62,o,1,3,
W1417_2016,W1417,2015,F,NA,NA,WithCubs,4.66,-24.12,76,55,5/4/2016,12.72,1.381818182,2015,2016,Brunna,s,s,s,s,2,NA,NA,NA,NA,l,l,l,2,unknown,yes,1,unknown,unknown,63,o,1,2,
W8808_1996,W8808,1995,F,1981,15,WithCubs,3.92,-22.99,94,62,4/21/1996,4.6586,1.516129032,1995,1996,Noppihonan,s,s,s,3,s,l,l,l,l,l,l,l,3,january-may,yes,1,unknown,unknown,64,o,1,3,0.627906977
W9612_1996,W9612,1995,M,1995,1,WithMother,4.8,-23.16,28,43,4/21/1996,4.1392,0.651162791,1995,1996,Hauku,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W8808,unknown,64,o,1,3,0.627906977
W9613_1996,W9613,1995,F,1995,1,WithMother,4.44,-23.37,26,43,4/21/1996,5.5308,0.604651163,1995,1996,Tikka,m,m,m,m,m,D,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,W8808,unknown,64,o,1,3,0.627906977
W8808_1999,W8808,1998,F,1981,18,WithCubs,4.21,-22.774,90,61,4/19/1999,5.0702,1.475409836,1998,1999,Noppihonan,s,s,s,3,2,l,l,l,l,l,l,l,3,january-may,yes,1,unknown,unknown,65,o,1,3,0.556855601
W9910_1999,W9910,1998,F,1998,1,WithMother,5,-22.844,27,50,6/27/1999,4.3744,0.54,1998,1999,Hinsa,m,m,m,m,m,l,d,NA,NA,NA,NA,NA,0,NA,NA,NA,W8808,W9301,65,o,1,3,0.556855601
W9911_1999,W9911,1998,F,1998,1,WithMother,4.92,-22.994,22.5,38,4/19/1999,4.4234,0.592105263,1998,1999,Sika,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W8808,W9301,65,o,1,3,0.556855601
W9912_1999,W9912,1998,F,1998,1,WithMother,4.79,-22.884,21,39,4/19/1999,4.3058,0.538461538,1998,1999,Noppi_k7:3,m,m,m,m,d,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,W8808,unknown,65,o,1,3,0.556855601
W8904_1997,W8904,1996,F,1987,10,WithCubs,5.13,-23.048,100,62,4/16/1997,3.561,1.612903226,1996,1997,Täxåshonan,s,s,s,1,1,1,l,l,l,l,l,l,1,january-june,yes,1,W8802,unknown,69,o,1,1,0.860465116
W9703_1997,W9703,1996,F,1996,1,WithMother,5.85,-22.608,37,43,4/16/1997,3.7472,0.860465116,1996,1997,Tekla,m,m,m,m,m,m,l,l,l,d,NA,nA,0,NA,NA,NA,W8904,99X02,69,o,1,1,0.860465116
W8904_2000,W8904,1999,F,1987,13,WithCubs,5.17,-22.772,107,60,4/16/2000,4.0412,1.783333333,1999,2000,Täxåshonan,s,s,s,2,s,l,l,l,l,l,l,l,2,january-may,yes,1,W8802,unknown,70,o,1,2,0.900401606
W0014_2000,W0014,1999,M,1999,1,WithMother,5.84,-23.022,42,45,4/16/2000,3.4924,0.933333333,1999,2000,Täxås_k6:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8904,00W07,70,o,1,2,0.900401606
W0015_2000,W0015,1999,F,1999,1,WithMother,5.72,-22.942,36,41.5,4/17/2000,3.4336,0.86746988,1999,2000,Tälla,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W8904,00W07,70,o,1,2,0.900401606
W8904_2003,W8904,2002,F,1987,16,WithCubs,4.39,-23.116,84,60,4/16/2003,7.69,1.4,2002,2003,Täxåshonan,s,s,s,s,s,s,s,s,1,NA,NA,NA,2,unknown,yes,1,W8802,unknown,71,o,1,2,0.548780488
W0313_2003,W0313,2002,M,2002,1,WithMother,5,-22.886,24,41,4/16/2003,10.46,0.585365854,2002,2003,Täxås_k9:1,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,W8904,unknown,71,o,1,2,0.548780488
W0314_2003,W0314,2002,M,2002,1,WithMother,4.86,-23.066,21,41,4/16/2003,9.26,0.512195122,2002,2003,Täxås_k9:2,m,m,m,m,m,m,m,m,m,d,NA,NA,NA,NA,NA,NA,W8904,unknown,71,o,1,2,0.548780488
W8904_2006,W8904,2005,F,1987,19,WithCubs,4.75,-23.44,91,61,4/22/2006,6.207,1.491803279,2005,2006,Täxåshonan,s,s,s,2,2,l,l,l,D,NA,NA,NA,3,january-may,yes,1,W8802,unknown,72,o,1,3,0.545460845
W0607_2006,W0607,2005,F,2005,1,WithMother,5.06,-23.22,17,37,4/22/2006,5.4426,0.459459459,2005,2006,Ränna,m,m,m,m,m,l,l,l,d,NA,NA,NA,0,NA,NA,NA,W8904,unknown,72,o,1,3,0.545460845
W0608_2006,W0608,2005,F,2005,1,WithMother,5.14,-23.49,24,40,4/22/2006,9.8232,0.6,2005,2006,Ribba,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W8904,unknown,72,o,1,3,0.545460845
W0609_2006,W0609,2005,F,2005,1,WithMother,5.29,-23.23,22.5,39,4/22/2006,6.5304,0.576923077,2005,2006,Högåsa,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W8904,unknown,72,o,1,3,0.545460845
W8905_1996,W8905,1995,F,1987,9,WithCubs,4.29,-22.66,85,59,4/22/1996,4.3744,1.440677966,1995,1996,Björnbergshonan,s,s,s,2,l,l,l,l,l,l,l,l,2,january-april,yes,1,W8707,W8804,73,o,1,2,0.578322785
W9614_1996,W9614,1995,M,1995,1,WithMother,4.83,-22.87,25,40,4/22/1996,4.982,0.625,1995,1996,Vässin,m,m,m,m,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8905,W9409,73,o,1,2,0.578322785
W9615_1996,W9615,1995,F,1995,1,WithMother,4.48,-22.95,21,39.5,4/22/1996,5.766,0.53164557,1995,1996,Keiko,m,m,m,m,l,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,W8905,W9409,73,o,1,2,0.578322785
W8906_1997,W8906,1996,F,1981,16,WithCubs,4.44,-23.048,118,65,4/15/1997,3.6198,1.815384615,1996,1997,Tunturihonan,s,s,s,2,s,l,l,l,l,l,l,l,2,january-may,yes,1,unknown,unknown,74,o,1,2,0.892628205
W9701_1997,W9701,1996,M,1996,1,WithMother,4.77,-23.418,35.5,39,4/15/1997,5.1584,0.91025641,1996,1997,Bjoke,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W8906,unknown,74,o,1,2,0.892628205
W9702_1997,W9702,1996,M,1996,1,WithMother,4.88,-23.428,35,40,4/15/1997,4.5312,0.875,1996,1997,Grane,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W8906,unknown,74,o,1,2,0.892628205
W8906_1999,W8906,1998,F,1981,18,WithCubs,4.82,-22.854,110,66,4/21/1999,4.3352,1.666666667,1998,1999,Tunturihonan,s,s,s,3,s,l,l,l,l,l,l,l,3,january-may,yes,1,unknown,unknown,75,o,1,3,0.586382114
W9918_1999,W9918,1998,M,1998,1,WithMother,5.1,-22.734,26,41,4/21/1999,4.1196,0.634146341,1998,1999,Ajto,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W8906,W9807,75,o,1,3,0.586382114
W9919_1999,W9919,1998,F,1998,1,WithMother,5.26,-22.784,22,40,4/21/1999,4.2372,0.55,1998,1999,Milla,m,m,m,m,m,l,l,l,d,NA,NA,NA,0,NA,NA,NA,W8906,W9807,75,o,1,3,0.586382114
W9920_1999,W9920,1998,M,1998,1,WithMother,5.07,-22.784,23,40,4/21/1999,3.561,0.575,1998,1999,Alan,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W8906,W9807,75,o,1,3,0.586382114
W8906_2001,W8906,2000,F,1981,20,WithCubs,4.72,-22.71,125,69,4/25/2001,3.3748,1.811594203,2000,2001,Tunturihonan,s,s,s,3,3,l,l,l,l,l,l,l,3,january-may,yes,1,unknown,unknown,76,o,1,3,0.650406504
W0115_2001,W0115,2000,M,2000,1,WithMother,4.4,-23.11,26,41,4/25/2001,3.7374,0.634146341,2000,2001,Tunturi_k6:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8906,W9301,76,o,1,3,0.650406504
W0116_2001,W0116,2000,M,2000,1,WithMother,5.34,-23.25,28,42,4/25/2001,4.2274,0.666666667,2000,2001,Tunturi_k6:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8906,W9301,76,o,1,3,0.650406504
W0117_2001,W0117,2000,F,2000,1,WithMother,5.64,-21.95,18,39,4/25/2001,4.9722,0.461538462,2000,2001,Delåsa,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,W9301,76,o,1,3,0.650406504
W8906_2003,W8906,2002,F,1981,22,WithCubs,4.65,-22.926,97,65,4/13/2003,5.36,1.492307692,2002,2003,Tunturihonan,s,s,s,3,s,l,l,l,l,l,l,l,3,january-may,yes,1,unknown,unknown,77,o,1,3,0.502610184
W0301_2003,W0301,2002,M,2002,1,WithMother,5.28,-23.456,14,35,4/13/2003,9.94,0.4,2002,2003,Tunturi_k7:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8906,W0012,77,o,1,3,0.502610184
W0302_2003,W0302,2002,M,2002,1,WithMother,5.1,-23.076,26,41,4/13/2003,8.86,0.634146341,2002,2003,Tunturi_k7:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W8906,W0012,77,o,1,3,0.502610184
W0303_2003,W0303,2002,F,2002,1,WithMother,5.52,-23.106,18,38,4/13/2003,4.2372,0.473684211,2002,2003,Näcka,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,W0012,77,o,1,3,0.502610184
W8906_2005,W8906,2004,F,1981,24,WithCubs,3.89,-23.742,127,70,4/16/2005,8.0592,1.814285714,2004,2005,Tunturihonan,s,s,s,1,l,l,l,l,l,D,NA,NA,1,january-april,yes,1,unknown,unknown,78,o,1,1,0.536585366
W0507_2005,W0507,2004,F,2004,1,WithMother,4.4,-23.892,22,41,4/16/2005,5.9718,0.536585366,2004,2005,Läfta,m,m,m,m,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,unknown,78,o,1,1,0.536585366
W9003_1999,W9003,1998,F,1989,10,WithCubs,4.41,-22.934,104,61,4/12/1999,3.4924,1.704918033,1998,1999,Jöllmyrshonan,s,s,s,s,2,l,l,l,l,l,l,l,2,january-may,yes,1,W8802,unknown,80,o,1,2,0.622346529
W9907_1999,W9907,1998,M,1998,1,WithMother,4.86,-22.484,29,42,4/12/1999,3.0122,0.69047619,1998,1999,Jöllmyr_k3:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9003,W0108,80,o,1,2,0.622346529
W9908_1999,W9908,1998,F,1998,1,WithMother,4.69,-22.774,23,41.5,4/12/1999,4.1294,0.554216867,1998,1999,Sussi,m,m,m,m,m,l,l,l,l,l,l,NA,0,NA,NA,NA,W9003,unknown,80,o,1,2,0.622346529
W9003_2001,W9003,2000,F,1989,12,WithCubs,5.1,-22.91,112,62,4/18/2001,3.3552,1.806451613,2000,2001,Jöllmyrshonan,s,s,s,s,s,1,1,s,D,NA,NA,NA,1,january-august,yes,1,W8802,unknown,81,o,1,1,0.647727273
W0107_2001,W0107,2000,F,2000,1,WithMother,5.49,-22.69,28.5,44,4/18/2001,3.708,0.647727273,2000,2001,Akita,m,m,m,m,m,m,m,m,l,l,l,l,0,NA,NA,NA,W9003,unknown,81,o,1,1,0.647727273
W9007_2002,W9007,2001,F,1986,16,WithCubs,4.25,-22.858,90,62,4/18/2002,5.4328,1.451612903,2001,2002,Rassakuhonan,s,s,s,2,s,l,l,l,l,l,l,l,2,january-may,yes,1,W8811,unknown,82,o,1,2,
W9007_2004,W9007,2003,F,1986,18,WithCubs,4.19,-22.934,98,62,4/14/2004,4.345,1.580645161,2003,2004,Rassakuhonan,s,s,s,2,s,l,l,l,D,NA,NA,NA,2,january-may,yes,1,W8811,unknown,83,o,1,2,0.627100271
W0404_2004,W0404,2003,M,2003,1,WithMother,4.37,-23.124,25,41,4/14/2004,3.8844,0.609756098,2003,2004,Rassaku_k4:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9007,W9916,83,o,1,2,0.627100271
W0405_2004,W0405,2003,F,2003,1,WithMother,4.76,-22.964,29,45,4/14/2004,3.3552,0.644444444,2003,2004,Kroka,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9007,W9916,83,o,1,2,0.627100271
W9008_1996,W9008,1995,F,1986,10,WithCubs,3.26,-23.45,95,60,4/20/1996,4.6488,1.583333333,1995,1996,Rensjöhonan,s,s,s,3,3,l,l,l,l,l,l,l,3,january-may,yes,1,W8811,unknown,84,o,1,3,0.598015873
W9608_1996,W9608,1995,M,1995,1,WithMother,3.79,-23.75,24,40,4/20/1996,4.835,0.6,1995,1996,Granfjällbjörn,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W9008,W9505,84,o,1,3,0.598015873
W9609_1996,W9609,1995,M,1995,1,WithMother,3.87,-23.61,23,40,4/20/1996,5.129,0.575,1995,1996,Syndalsbjörn,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W9008,W9505,84,o,1,3,0.598015873
W9610_1996,W9610,1995,M,1995,1,WithMother,3.99,-23.59,26,42,4/20/1996,5.6778,0.619047619,1995,1996,Öjskogsbjörn,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W9008,W9505,84,o,1,3,0.598015873
W9008_1998,W9008,1997,F,1986,12,WithCubs,3.92,-23.356,102,62,4/15/1998,3.6394,1.64516129,1997,1998,Rensjöhonan,s,s,s,2,s,l,l,l,l,l,l,l,2,january-may,yes,1,W8811,unknown,85,o,1,2,0.626453488
W9804_1998,W9804,1997,F,1997,1,WithMother,4.81,-23.166,27,43,4/15/1998,4.1784,0.627906977,1997,1998,Borregaard,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W9008,W9811,85,o,1,2,0.626453488
W9805_1998,W9805,1997,F,1997,1,WithMother,4.8,-23.216,25,40,4/15/1998,4.688,0.625,1997,1998,Rensjö_k5:2,m,m,m,m,m,m,d,NA,NA,NA,NA,NA,0,NA,NA,NA,W9008,W9811,85,o,1,2,0.626453488
W9008_2000,W9008,1999,F,1986,14,WithCubs,3.92,-23.252,111,61,4/28/2000,5.42,1.819672131,1999,2000,Rensjöhonan,s,s,s,3,s,s,l,l,l,l,l,l,3,january-june,yes,1,W8811,unknown,86,o,1,3,0.752024291
W0021_2000,W0021,1999,F,1999,1,WithMother,4.6,-23.252,30,40,4/28/2000,7.45,0.75,1999,2000,Tangå,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W9008,W9505,86,o,1,3,0.752024291
W0022_2000,W0022,1999,M,1999,1,WithMother,4.67,-23.052,30,39,4/28/2000,12.57,0.769230769,1999,2000,Rensjö_k6:2,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9008,W9505,86,o,1,3,0.752024291
W0023_2000,W0023,1999,M,1999,1,WithMother,4.71,-23.262,28,38,4/28/2000,5.7,0.736842105,1999,2000,Rensjö_k6:3,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9008,W9505,86,o,1,3,0.752024291
W9008_2002,W9008,2001,F,1986,16,WithCubs,3.99,-23.378,96,63,4/24/2002,5.2956,1.523809524,2001,2002,Rensjöhonan,s,s,s,2,s,l,l,l,D,NA,NA,NA,2,january-may,yes,1,W8811,unknown,87,o,1,2,0.598214286
W0219_2002,W0219,2001,F,2001,1,WithMother,4.73,-23.228,24,42,4/24/2002,5.1976,0.571428571,2001,2002,Ljöra,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9008,W0202,87,o,1,2,0.598214286
W0220_2002,W0220,2001,M,2001,1,WithMother,4.59,-23.258,25,40,4/24/2002,5.6288,0.625,2001,2002,Rensjö_k6:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9008,W0202,87,o,1,2,0.598214286
W9101_1998,W9101,1997,F,1990,8,WithCubs,4.09,-23.206,95,62,4/14/1998,3.6394,1.532258065,1997,1998,Griffel,s,s,s,1,1,l,l,l,l,l,l,l,1,january-may,yes,1,W8906,W8607,88,o,1,1,0.62195122
W9801_1998,W9801,1997,M,1997,1,WithMother,4.63,-23.256,25.5,41,4/14/1998,4.345,0.62195122,1997,1998,Lohos,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W9101,W9301,88,o,1,1,0.62195122
W9101_2001,W9101,2000,F,1990,11,WithCubs,4.29,-22.84,93,61,4/25/2001,9.62,1.524590164,2000,2001,Griffel,s,s,s,3,s,l,l,l,l,l,l,l,3,january-may,yes,1,W8906,W8607,89,o,1,3,0.520940171
W0112_2001,W0112,2000,M,2000,1,WithMother,4.93,-22.78,22,40,4/25/2001,8.83,0.55,2000,2001,Griffel_k4:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9101,W9701,89,o,1,3,0.520940171
W0113_2001,W0113,2000,M,2000,1,WithMother,4.79,-23.08,20,39,4/25/2001,10.46,0.512820513,2000,2001,Griffel_k4:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9101,W9701,89,o,1,3,0.520940171
W0114_2001,W0114,2000,M,2000,1,WithMother,4.64,-23.02,19,38,4/25/2001,11.02,0.5,2000,2001,Griffel_k4:3,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9101,W9701,89,o,1,3,0.520940171
W9101_2003,W9101,2002,F,1990,13,WithCubs,4.6,-22.856,81,61,4/23/2003,5.9522,1.327868852,2002,2003,Griffel,s,s,s,2,s,l,l,l,l,l,l,l,2,january-may,yes,1,W8906,W8607,90,o,1,2,0.369744745
W0315_2003,W0315,2002,M,2002,1,WithMother,4.89,-22.916,13,36,4/23/2003,5.2074,0.361111111,2002,2003,Griffel_k5:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9101,W9921,90,o,1,2,0.369744745
W0316_2003,W0316,2002,M,2002,1,WithMother,5.34,-22.916,14,37,4/23/2003,7.138,0.378378378,2002,2003,Griffel_k5:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9101,W9921,90,o,1,2,0.369744745
W9101_2005,W9101,2004,F,1990,15,WithCubs,4.46,-23.392,106,64,4/16/2005,3.5218,1.65625,2004,2005,Griffel,s,s,s,2,2,l,l,l,l,l,l,l,2,january-may,yes,1,W8906,W8607,91,o,1,2,0.621130952
W0505_2005,W0505,2004,F,2004,1,WithMother,4.28,-23.642,23.5,40,4/16/2005,5.8346,0.5875,2004,2005,Kampa,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9101,unknown,91,o,1,2,0.621130952
W0506_2005,W0506,2004,M,2004,1,WithMother,4.02,-23.452,27.5,42,4/16/2005,6.942,0.654761905,2004,2005,Griffel_k6:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9101,unknown,91,o,1,2,0.621130952
W9207_1996,W9207,1995,F,1991,5,WithCubs,3.54,-23.44,76,56,4/20/1996,4.59,1.357142857,1995,1996,Koska,s,s,s,2,2,2,s,l,l,l,l,l,2,january-july,yes,1,W8808,W8503,92,o,1,2,0.518597561
W9606_1996,W9606,1995,F,1995,1,WithMother,4.67,-23.66,21,41,4/20/1996,4.5116,0.512195122,1995,1996,Koska_k1:1,m,m,m,m,m,m,m,NA,NA,NA,NA,NA,0,NA,NA,NA,W9207,W9002,92,o,1,2,0.518597561
W9607_1996,W9607,1995,F,1995,1,WithMother,4.54,-23.56,21,40,4/20/1996,4.3254,0.525,1995,1996,Koska_k1:2,m,m,m,m,m,m,m,NA,NA,NA,NA,NA,0,NA,NA,NA,W9207,W9002,92,o,1,2,0.518597561
W9208_1997,W9208,1996,F,1991,6,WithCubs,5.37,-22.858,99,59,4/17/1997,3.6394,1.677966102,1996,1997,Barka,s,s,s,2,s,s,l,l,l,l,l,l,2,january-june,yes,1,W8808,W8503,93,o,1,2,
W9306_1998,W9306,1997,F,1992,6,WithCubs,3.8,-22.886,84,58,4/18/1998,3.316,1.448275862,1997,1998,Ava,s,s,s,2,1,l,l,l,l,l,l,l,2,january-may,yes,1,W8906,W8503,94,o,1,2,0.57641196
W9808_1998,W9808,1997,F,1997,1,WithMother,4.51,-23.226,24,42,4/18/1998,4.6488,0.571428571,1997,1998,Eja,m,m,m,m,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9306,W8601,94,o,1,2,0.57641196
W9809_1998,W9809,1997,M,1997,1,WithMother,4.38,-23.166,25,43,4/18/1998,4.0706,0.581395349,1997,1998,Åmyn,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W9306,W8601,94,o,1,2,0.57641196
W9307_2002,W9307,2001,F,1992,10,WithCubs,4.59,-23.008,89,59,4/20/2002,6.8538,1.508474576,2001,2002,Tippa,s,s,s,3,s,s,l,l,l,l,l,l,3,january-june,yes,1,W8906,W8503,96,o,1,3,0.478070175
W0210_2002,W0210,2001,M,2001,1,WithMother,5.24,-22.968,20,40,4/20/2002,5.9424,0.5,2001,2002,Tippa_k5:2,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9307,W9701,96,o,1,3,0.478070175
W0211_2002,W0211,2001,M,2001,1,WithMother,5.19,-22.878,18.5,38,4/20/2002,5.3152,0.486842105,2001,2002,Tippa_k5:3,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9307,W9701,96,o,1,3,0.478070175
