bearID,sex,year,bearyear,birth,age,litterID,repro,jan,reprocat,cubsfirstcount,cubseparation,cubage,statut,weaningage,ILI,dam,sire,matlitterID,sampleID,year.sampled,C13.suess,N15,mass,headcirc,condition,Cmonth,cort,littercond,littercort
W0703,F,2006,W0703.2006,2006,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9806,W0012,W9806.2006,501,2007,-23.3,5.35,20.5,40,0.51,4,5.73,,
W0706,F,2006,W0706.2006,2006,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9814,W0327,W9814.2006,504,2007,-22.78,5.24,19,39,0.49,4,4.62,,
W0707,F,2006,W0707.2006,2006,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9814,W0327,W9814.2006,505,2007,-22.69,5.12,19,39,0.49,4,4.33,,
W0806,F,2007,W0806.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0010,UNKNOWN15,W0010.2007,546,2008,-22.92,4.14,15,39.5,0.38,4,4.35,,
W0806,F,2008,W0806.2008,2007,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0010,UNKNOWN15,W0010.2007,759,2009,-23.13,3.71,26,45,0.58,4,15.51,,
W0818,F,2007,W0818.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0237,V151510,W0237.2007,557,2008,-22.73,4.15,13,35.5,0.37,4,8.39,,
W0818,F,2008,W0818.2008,2007,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0237,V151510,W0237.2007,767,2009,-22.73,3.34,28,42,0.67,4,9.59,,
W0819,F,2007,W0819.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0237,V151510,W0237.2007,558,2008,-23.01,4.63,18,38,0.47,4,9.06,,
W0820,F,2007,W0820.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0237,V151510,W0237.2007,559,2008,-22.87,4.6,19,40,0.48,4,6.82,,
W0820,F,2008,W0820.2008,2007,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0237,V151510,W0237.2007,768,2009,-22.89,3.66,33,45,0.73,4,12.95,,
W0816,F,2007,W0816.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0326,UNKNOWN17,W0326.2007,555,2008,-22.52,4.63,19,40.5,0.47,4,4.64,,
W0817,F,2007,W0817.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0326,UNKNOWN16,W0326.2007,556,2008,-22.7,4.54,17,39,0.44,4,7.29,,
W0823,F,2007,W0823.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0425,W0327,W0425.2007,562,2008,-23.01,4.5,9.5,35,0.27,4,5.57,,
W0825,F,2007,W0825.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0425,V122608,W0425.2007,564,2008,-22.61,4.51,11.5,36,0.32,4,5.19,,
W0825,F,2008,W0825.2008,2007,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0425,V122608,W0425.2007,770,2009,-23.25,3.85,23,43,0.53,4,15.36,,
W0813,F,2008,W0813.2008,2007,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9101,W0717,W9101.2007,765,2009,-23.61,4.13,36,43,0.84,4,11.15,,
W0814,F,2007,W0814.2007,2007,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9101,W0308,W9101.2007,553,2008,-23.15,4.69,15,37.5,0.4,4,4.62,,
W0814,F,2008,W0814.2008,2007,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9101,W0308,W9101.2007,766,2009,-24.05,3.67,33,42,0.79,4,10.48,,
W0904,F,2008,W0904.2008,2008,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0229,W0718,W0229.2008,775,2009,-23.12,4.69,23,40,0.58,4,10.68,,
W0904,F,2009,W0904.2009,2008,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0229,W0718,W0229.2008,808,2010,-22.99,4.57,51,49,1.04,4,4.92,,
W1016,M,2009,W1016.2009,2009,0,NA,4,m,Wmother,NA,unknown,unknown,N,unknown,C,W0237,V434511,W0237.2009,827,2010,-22.93,4.38,18,39.5,0.46,4,6.9,,
W1017,F,2009,W1017.2009,2009,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0237,V434511,W0237.2009,828,2010,-22.94,4.29,18,40,0.45,4,7.9,,
W1006,F,2009,W1006.2009,2009,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0720,W0719,W0720.2009,817,2010,-23.14,4.82,14.5,38,0.38,4,9.59,,
W1006,F,2010,W1006.2010,2009,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0720,W0719,W0720.2009,697,2011,-22.98,4.5,23,45.5,0.51,4,7.84,,
W1011,F,2009,W1011.2009,2009,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0826,W0718,W0826.2009,822,2010,-22.79,4.56,17,34,0.5,4,8.78,,
W1009,F,2009,W1009.2009,2009,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9903,W0421,W9903.2009,820,2010,-23.26,4.67,17,38,0.45,4,12.87,,
W1114,F,2010,W1114.2010,2010,0,NA,4,m,Wmother,NA,unknown,unknown,N,unknown,C,W0219,W0424,W0219.2010,713,2011,-23.26,4.08,14,38,0.37,4,10.81,,
W1110,F,2010,W1110.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0326,UNKNOWN22,W0326.2010,709,2011,-22.73,4.51,14,39.5,0.35,4,12.01,,
W1111,F,2010,W1111.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0425,V498411,W0425.2010,710,2011,-23.03,4.41,8,36,0.22,4,11.45,,
W1106,F,2010,W1106.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0517,UNKNOWN15,W0517.2010,705,2011,-22.49,4.66,10,36,0.28,4,14.14,,
W1112,F,2010,W1112.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0623,W0225,W0623.2010,711,2011,-23.24,4.94,18.5,40.5,0.46,4,10.33,,
W1104,F,2010,W1104.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9615,W0718,W9615.2010,703,2011,-22.51,4.7,16,39,0.41,4,10.2,,
W9814,F,2000,W9814.2000,1997,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,C,W9308,W8807,W9308.1997,245,2001,-22.8,4.57,67,54,1.24,4,4.33,,
W1105,F,2010,W1105.2010,2010,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9615,W0718,W9615.2010,704,2011,-22.52,4.46,17,38.5,0.44,4,9.67,,
W1205,F,2011,W1205.2011,2011,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0104,W9701,W0104.2011,659,2012,-23.33,5.79,20,40,0.5,5,10.08,,
W1205,F,2012,W1205.2012,2011,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0104,W9701,W0104.2011,608,2013,-23.41,4.99,43,48,0.9,4,2.43,,
W1206,F,2011,W1206.2011,2011,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0104,V229012,W0104.2011,660,2012,-23.23,5.47,22.5,40.5,0.56,5,9.33,,
W1206,F,2012,W1206.2012,2011,1,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0104,V229012,W0104.2011,609,2013,-23.32,5.18,23,54,0.43,6,3.88,,
W1209,F,2011,W1209.2011,2011,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0716,W0408,W0716.2011,663,2012,-23.74,5.44,23,37,0.62,5,9.71,,
W1305,F,2012,W1305.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0303,V229513,W0303.2012,616,2013,-23.1,4.8,21.5,36,0.6,4,9.81,,
W1315,F,2012,W1315.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0425,W0805,W0425.2012,626,2013,-22.98,4.61,15,38,0.39,5,8.01,,
W1310,F,2012,W1310.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0621,UNKNOWN24,W0621.2012,621,2013,-21.98,4.66,18.5,41,0.45,4,9.72,,
W1311,F,2012,W1311.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0621,UNKNOWN24,W0621.2012,622,2013,-22.2,5.01,17,37,0.46,4,6.95,,
W0109,F,2001,W0109.2001,1994,7,W0109.2001,2,b,Wcubs,2,no,0,P,1.5,P,W0121,W9002,W0121.1994,285,2002,-22.75,3.81,76,57,1.33,4,4.84,0.44,5.55
W1303,F,2012,W1303.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9403,UNKNOWN23,W9403.2012,614,2013,-23.25,5.46,19,40.5,0.47,4,7.66,,
W0117,F,2000,W0117.2000,2000,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NKR,W8906,W9301,W8906.2000,249,2001,-21.95,5.64,18,39,0.46,4,4.97,,
W0120,F,2001,W0120.2001,1999,2,NA,1,unknown,Sfem,0,unknown,unknown,N,unknown,NKR,W9007,W0108,W9007.1999,286,2002,-23.03,4.12,58,52,1.12,4,3.89,,
W0120,F,2002,W0120.2002,1999,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9007,W0108,W9007.1999,337,2003,-22.68,3.7,80,60,1.33,5,5.24,,
W0208,F,2003,W0208.2003,2001,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0109,UNKNOWN03,W0109.2001,379,2004,-23.13,3.92,50,49,1.02,4,3.46,,
W0208,F,2004,W0208.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0109,UNKNOWN03,W0109.2001,419,2005,-22.85,3.95,65,53,1.23,5,4.87,,
W0209,F,2003,W0209.2003,2001,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0109,W9701,W0109.2001,380,2004,-22.97,4.45,61,52.5,1.16,4,3,,
W0209,F,2004,W0209.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0109,W9701,W0109.2001,420,2005,-23.2,4.94,71,56,1.27,4,3.83,,
W0209,F,2006,W0209.2006,2001,5,W0209.2006,2,b,Wcubs,3,no,0,P,1.5,P,W0109,W9701,W0109.2001,904,2007,-23.38,4.75,81,59,1.37,4,7.97,0.49,9.75
W0212,F,2004,W0212.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9307,W9701,W9307.2001,421,2005,-23.14,4.71,72,55,1.31,4,5.73,,
W0212,F,2005,W0212.2005,2001,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9307,W9701,W9307.2001,452,2006,-23.26,5.16,93,60,1.55,4,3.13,,
W0212,F,2006,W0212.2006,2001,5,W0212.2006,2,b,Wcubs,,yes,0,P,litterloss,P,W9307,W9701,W9307.2001,484,2007,-23.48,5.09,81,59,1.37,5,3.82,0,0
W1304,F,2012,W1304.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9403,UNKNOWN14,W9403.2012,615,2013,-23.21,5.66,19,39,0.49,4,12.79,,
W0217,F,2003,W0217.2003,2001,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9403,UNKNOWN02,W9403.2001,382,2004,-23.29,4.22,45,46,0.98,4,3.49,,
W1309,F,2012,W1309.2012,2012,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W9914,W0320,W9914.2012,620,2013,-22.19,5.3,21,40,0.53,4,10.79,,
W0217,F,2004,W0217.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9403,UNKNOWN02,W9403.2001,422,2005,-23.9,4.21,53,53,1,4,4.11,,
W0219,F,2004,W0219.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9008,W0202,W9008.2001,423,2005,-23.51,4.81,78,59,1.32,4,5.33,,
W1408,F,2015,W1408.2015,2013,2,NA,4,m,Wmother,0,unknown,unknown,N,unknown,C,W0620,W1320,W0620.2013,718,2016,-23.66,6.09,81.6,55,1.48,4,5.18,,
W0221,F,2001,W0221.2001,2001,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NKR,W9404,W9311,W9404.2001,307,2002,-23.18,4.46,23,40,0.58,4,5.2,,
W0221,F,2004,W0221.2004,2001,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9404,W9311,W9404.2001,424,2005,-23.01,3.95,76,59,1.29,4,4.9,,
W0223,F,2001,W0223.2001,2001,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NKR,W9404,W9505,W9404.2001,309,2002,-23.04,4.7,21,40,0.53,4,6.03,,
W0229,F,2003,W0229.2003,1998,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,01WW09,W9921,01WW09.1998,383,2004,-22.66,4.65,98,60,1.63,4,2.46,,
W0229,F,2004,W0229.2004,1998,6,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,01WW09,W9921,01WW09.1998,426,2005,-22.77,4.81,92,58,1.59,4,3.79,,
W0229,F,2005,W0229.2005,1998,7,W0229.2005,2,b,Wcubs,3,no,0,P,1.5,P,01WW09,W9921,01WW09.1998,891,2006,-22.96,4.34,89,60,1.48,4,8.82,0.53,12.96
W0231,F,2003,W0231.2003,1992,11,W0231.2003,2,b,Wcubs,3,no,0,M,2.5,P,W0121,W8809,W0121.1992,384,2004,-23.62,4.61,98,65,1.51,4,6.19,0.67,
W0234,F,2003,W0234.2003,1999,4,W0234.2003,2,b,Wcubs,3,no,0,P,1.5,P,NA,NA,NA.1999,386,2004,-23.31,4.15,74,56,1.32,4,3.46,0.45,2.89
W0236,F,2004,W0236.2004,1999,5,W0236.2004,2,b,Wcubs,1,no,0,P,1.5,P,V127808,NA,V127808.1999,427,2005,-23.06,3.64,91,59,1.54,4,5.17,0.55,5.42
W0237,F,2003,W0237.2003,1997,6,W0237.2003,2,b,Wcubs,2,no,0,P,1.5,P,NA,NA,NA.1997,874,2004,-22.95,3.82,93,61,1.52,4,6.57,0.57,12.88
W0303,F,2002,W0303.2002,2002,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NKR,W8906,W0012,W8906.2002,342,2003,-23.11,5.52,18,38,0.47,4,4.24,,
W0303,F,2004,W0303.2004,2002,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W8906,W0012,W8906.2002,428,2005,-23.18,4.14,49,49,1,4,4.54,,
W0326,F,2004,W0326.2004,1993,11,W0326.2004,2,b,Wcubs,2,no,0,M,2.5,P,NA,NA,NA.1993,883,2005,-22.59,3.95,96,62,1.55,4,8.28,0.61,6.23
W0405,F,2006,W0405.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9007,W9916,W9007.2003,487,2007,-22.92,5.04,72,57.5,1.25,6,2.25,,
W0407,F,2005,W0407.2005,2003,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0234,W9401,W0234.2003,455,2006,-22.81,4.85,65.72,51,1.29,6,4.85,,
W0410,F,2005,W0410.2005,2003,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9307,W9701,W9307.2003,456,2006,-23.36,4.51,54,49.5,1.09,4,4.93,,
W0410,F,2006,W0410.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9307,W9701,W9307.2003,488,2007,-23.38,4.71,72,58,1.24,4,2.78,,
W0411,F,2005,W0411.2005,2003,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9307,W9701,W9307.2003,457,2006,-23.34,4.92,60,51,1.18,4,3.43,,
W0411,F,2006,W0411.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9307,W9701,W9307.2003,489,2007,-23.64,5.11,85,57,1.49,4,3.87,,
W0411,F,2007,W0411.2007,2003,4,W0411.2007,2,b,Wcubs,1,unknown,0,P,litterloss,P,W9307,W9701,W9307.2003,525,2008,-23.2,4.77,77,58,1.33,4,7.68,0,0
W0415,F,2006,W0415.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9913,W0201,W9913.2003,490,2007,-22.65,4.39,74,57,1.3,5,2.6,,
W0416,F,2006,W0416.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9913,W0423,W9913.2003,491,2007,-23.01,4.52,76,59,1.29,4,3.02,,
W0422,F,2005,W0422.2005,2003,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0004,W9401,W0004.2003,458,2006,-22.83,4.63,65,53,1.23,4,3.81,,
W0422,F,2006,W0422.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0004,W9401,W0004.2003,492,2007,-22.8,4.67,87,61,1.43,5,3.85,,
W0422,F,2007,W0422.2007,2003,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0004,W9401,W0004.2003,526,2008,-22.71,4.62,83,61,1.36,4,3.57,,
W0422,F,2007,W0422.2007,2003,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0004,W9401,W0004.2003,526,2008,-22.71,4.62,83,61,1.36,4,3.57,,
W0422,F,2008,W0422.2008,2003,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0004,W9401,W0004.2003,741,2009,-22.7,4.18,82,62,1.32,4,8.8,,
W0503,F,2006,W0503.2006,2004,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9806,W0233,W9806.2004,493,2007,-23,4.74,63,56,1.13,4,4.61,,
W0503,F,2007,W0503.2007,2004,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9806,W0233,W9806.2004,529,2008,-22.72,4.86,70,57,1.23,4,4.65,,
W0507,F,2006,W0507.2006,2004,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W8906,W0230,W8906.2004,494,2007,-22.77,4.83,59,53.5,1.1,4,2.72,,
W0507,F,2007,W0507.2007,2004,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W8906,W0230,W8906.2004,531,2008,-22.74,4.16,63,58,1.09,4,2.59,,
W0507,F,2008,W0507.2008,2004,4,W0507.2008,2,b,Wcubs,2,yes,0,P,litterloss,P,W8906,W0230,W8906.2004,744,2009,-22.46,4.39,96,63,1.52,4,7.54,0,0
W0517,F,2006,W0517.2006,2001,5,W0517.2006,2,b,Wcubs,2,no,0,P,2.5,P,NA,NA,NA.2001,495,2007,-23.18,4.57,62,53.5,1.16,4,6.07,0.32,6.36
W0605,F,2009,W0605.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0229,UNKNOWN11,W0229.2005,798,2010,-22.95,4.69,70,58.5,1.2,4,3.78,,
W0605,F,2010,W0605.2010,2005,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0229,UNKNOWN11,W0229.2005,672,2011,-22.69,4.74,73,57,1.28,4,5.61,,
W0605,F,2011,W0605.2011,2005,6,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0229,UNKNOWN11,W0229.2005,635,2012,-22.99,4.48,67,57,1.18,5,5.2,,
W0605,F,2012,W0605.2012,2005,7,W0605.2012,2,b,Wcubs,2,no,0,P,2.5,P,W0229,UNKNOWN11,W0229.2005,588,2013,-23.2,4.63,72,57,1.26,4,8.18,0.43,
W1614,F,2015,W1614.2015,2015,0,NA,4,m,Wmother,NA,unknown,unknown,N,unknown,C,W9903,NA,W9903.2015,580,2016,-23.48,4.73,17.8,37,0.48,5,13.02,,
W0610,F,2007,W0610.2007,2005,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,UNKNOWN03,W0425.2005,532,2008,-22.64,4.01,28,44,0.64,4,2.96,,
W0610,F,2008,W0610.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,UNKNOWN03,W0425.2005,745,2009,-22.87,4.36,45,46,0.98,4,16.43,,
W0610,F,2009,W0610.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,UNKNOWN03,W0425.2005,799,2010,-22.79,4.4,47,50,0.94,4,4.69,,
W0610,F,2009,W0610.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,UNKNOWN03,W0425.2005,801,2010,-23.14,4.31,47,50,0.94,4,5.52,,
W0610,F,2010,W0610.2010,2005,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,UNKNOWN03,W0425.2005,674,2011,-22.45,3.86,51,52,0.98,4,5.69,,
W0610,F,2011,W0610.2011,2005,6,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,UNKNOWN03,W0425.2005,636,2012,-22.78,4.81,61.5,52,1.18,5,5.26,,
W0610,F,2012,W0610.2012,2005,7,W0610.2012,2,b,Wcubs,,yes,0,P,litterloss,P,W0425,UNKNOWN03,W0425.2005,590,2013,-23.13,4.49,75,54,1.39,4,9.85,0,0
W0611,F,2008,W0611.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,W0012,W0425.2005,746,2009,-23.06,4.06,46,47,0.98,4,8.32,,
W0611,F,2009,W0611.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,W0012,W0425.2005,800,2010,-23.15,4.24,48,50.5,0.95,4,5.19,,
W0611,F,2010,W0611.2010,2005,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,W0012,W0425.2005,675,2011,-22.39,4.63,55,51,1.08,4,5.83,,
W0611,F,2011,W0611.2011,2005,6,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,W0012,W0425.2005,637,2012,-22.77,4.47,81.9,56,1.46,5,6.74,,
W0611,F,2012,W0611.2012,2005,7,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0425,W0012,W0425.2005,589,2013,-22.64,5.51,79,54,1.46,4,13.91,,
W0616,F,2008,W0616.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0237,W0101,W0237.2005,748,2009,-22.92,4.39,77,62,1.24,4,8.81,,
W0616,F,2009,W0616.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0237,W0101,W0237.2005,802,2010,-22.86,4.5,81,58,1.4,4,4.83,,
W0620,F,2007,W0620.2007,2005,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0004,UNKNOWN06,W0004.2005,534,2008,-22.88,4.61,76,57,1.33,5,4.2,,
W0620,F,2008,W0620.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0004,UNKNOWN06,W0004.2005,749,2009,-22.69,4.69,77,58,1.33,4,9.21,,
W0620,F,2008,W0620.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0004,UNKNOWN06,W0004.2005,749,2009,-22.69,4.69,77,58,1.33,4,9.21,,
W0621,F,2008,W0621.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9913,W0424,W9913.2005,750,2009,-22.52,4.33,78,57,1.37,4,6.99,,
W0621,F,2010,W0621.2010,2005,5,W0621.2010,2,b,Wcubs,3,yes,0,P,litterloss,P,W9913,W0424,W9913.2005,676,2011,-22.87,4.57,83,60,1.38,4,7.05,0,0
W0622,F,2005,W0622.2005,2005,0,NA,4,m,Wmother,0,unknown,unknown,N,unknown,NKR,W9913,W0424,W9913.2005,473,2006,-23.37,4.81,20.5,40,0.51,5,7.58,,
W0622,F,2008,W0622.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9913,W0424,W9913.2005,751,2009,-23.25,4.53,78,61,1.28,5,13.05,,
W0622,F,2009,W0622.2009,2005,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9913,W0424,W9913.2005,803,2010,-23.36,3.95,98,63,1.56,4,4.67,,
W0623,F,2008,W0623.2008,2005,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9914,W0102,W9914.2005,752,2009,-22.78,4.28,69,60,1.15,4,9.14,,
W0623,F,2010,W0623.2010,2005,5,W0623.2010,2,b,Wcubs,2,no,0,P,1.5,P,W9914,W0102,W9914.2005,677,2011,-23.22,4.4,70,57,1.23,4,10.91,0.46,10.33
W0624,F,2007,W0624.2007,1989,18,W0624.2007,2,b,Wcubs,,yes,0,M,litterloss,P,NA,NA,NA.1989,536,2008,-22.78,4.83,118,65,1.82,5,4.26,0,0
W0703,F,2008,W0703.2008,2006,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9806,W0012,W9806.2006,754,2009,-22.86,4.17,51,52,0.98,4,6.48,,
W0703,F,2009,W0703.2009,2006,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9806,W0012,W9806.2006,832,2010,-22.86,4.79,59,51,1.16,4,3.55,,
W0703,F,2010,W0703.2010,2006,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9806,W0012,W9806.2006,678,2011,-22.97,4.81,74,56,1.32,5,4.3,,
W0706,F,2009,W0706.2009,2006,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W9814,W0327,W9814.2006,843,2010,-23.13,4.27,61,56,1.09,4,5.43,,
W0713,F,2009,W0713.2009,2006,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0517,UNKNOWN07,W0517.2006,844,2010,-22.96,4.74,46,50,0.92,4,6.82,,
W0713,F,2012,W0713.2012,2006,6,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0517,UNKNOWN07,W0517.2006,594,2013,-23.01,5.17,77,58,1.33,5,24.06,,
W0806,F,2009,W0806.2009,2007,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0010,UNKNOWN15,W0010.2007,851,2010,-23.35,3.93,45,47,0.96,4,6.34,,
W0806,F,2010,W0806.2010,2007,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0010,UNKNOWN15,W0010.2007,684,2011,-22.68,4.59,51,51,1,4,9.63,,
W0806,F,2011,W0806.2011,2007,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0010,UNKNOWN15,W0010.2007,643,2012,-22.82,4.49,67,54,1.24,4,6.74,,
W0806,F,2012,W0806.2012,2007,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0010,UNKNOWN15,W0010.2007,597,2013,-22.93,5.09,77,57,1.35,5,6.16,,
W0818,F,2010,W0818.2010,2007,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0237,V151510,W0237.2007,688,2011,-22.26,4.03,48,50,0.96,4,6.11,,
W0818,F,2010,W0818.2010,2007,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0237,V151510,W0237.2007,688,2011,-22.26,4.03,48,50,0.96,4,6.11,,
W0818,F,2011,W0818.2011,2007,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0237,V151510,W0237.2007,646,2012,-22.7,4.3,54.5,53,1.03,4,6.01,,
W0818,F,2012,W0818.2012,2007,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NKR,W0237,V151510,W0237.2007,600,2013,-22.79,4.31,69,57,1.21,4,3.8,,
