bearID,sex,year,bearyear,birth,age,litterID,repro,jan,reprocat,cubsfirstcount,cubseparation,cubage,statut,weaningage,ILI,dam,sire,matlitterID,sampleID,year.sampled,C13.suess,N15,mass,headcirc,condition,Cmonth,cort
W0820,F,2009,W0820.2009,2007,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0237,V151510,W0237.2007,855,2010,-22.782,4.1,55,51,1.078431373,6,12.34
W0820,F,2010,W0820.2010,2007,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0237,V151510,W0237.2007,689,2011,-22.51,4.14,57,53.5,1.065420561,4,7.69
W0820,F,2010,W0820.2010,2007,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0237,V151510,W0237.2007,689,2011,-22.51,4.14,57,53.5,1.065420561,4,7.69
W0820,F,2010,W0820.2010,2007,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0237,V151510,W0237.2007,689,2011,-22.51,4.14,57,53.5,1.065420561,4,7.69
W0820,F,2011,W0820.2011,2007,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0237,V151510,W0237.2007,647,2012,-22.998,4.26,62,55,1.127272727,4,4.79
W0825,F,2011,W0825.2011,2007,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,V122608,W0425.2007,648,2012,-23.298,4.11,49.5,51,0.970588235,4,6.06
W0825,F,2011,W0825.2011,2007,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,V122608,W0425.2007,648,2012,-23.298,4.11,49.5,51,0.970588235,4,6.06
W0825,F,2012,W0825.2012,2007,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0425,V122608,W0425.2007,601,2013,-23.516,4.55,58,53,1.094339623,4,7.38
W0904,F,2011,W0904.2011,2008,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0229,W0718,W0229.2008,649,2012,-22.848,4.99,63,52,1.211538462,4,4.39
W0904,F,2011,W0904.2011,2008,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0229,W0718,W0229.2008,649,2012,-22.848,4.99,63,52,1.211538462,4,4.39
W1011,F,2012,W1011.2012,2009,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0826,W0718,W0826.2009,604,2013,-22.876,5.02,55.5,53,1.047169811,5,4.34
W1011,F,2012,W1011.2012,2009,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0826,W0718,W0826.2009,604,2013,-22.876,5.02,55.5,53,1.047169811,5,4.34
W1017,F,2012,W1017.2012,2009,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0237,V434511,W0237.2009,605,2013,-23.036,4.73,64,55,1.163636364,4,4.93
W1017,F,2012,W1017.2012,2009,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0237,V434511,W0237.2009,605,2013,-23.036,4.73,64,55,1.163636364,4,4.93
W1110,F,2014,W1110.2014,2010,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0326,UNKNOWN22,W0326.2010,722,2015,-23.102,4.67,62.2,52.5,1.184761905,4,4.7
W1110,F,2015,W1110.2015,2010,5,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0326,UNKNOWN22,W0326.2010,716,2016,-23.31,4.94,82.5,56,1.473214286,4,7.51
W1205,F,2014,W1205.2014,2011,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0104,W9701,W0104.2011,719,2015,-23.442,5.42,74.5,55,1.354545455,4,6.26
W1206,F,2014,W1206.2014,2011,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0104,V229012,W0104.2011,720,2015,-23.772,5.66,90.6,60,1.51,4,6.33
W1209,F,2015,W1209.2015,2011,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0716,W0408,W0716.2011,570,2016,-23.25,4.56,55,52,1.057692308,4,8.57
W1304,F,2015,W1304.2015,2012,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9403,UNKNOWN14,W9403.2012,573,2016,-23.32,4.75,48.8,49.5,0.985858586,4,7.32
W1305,F,2015,W1305.2015,2012,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0303,V229513,W0303.2012,572,2016,-23.09,4.83,72,55,1.309090909,4,6.98
W8811,F,1998,W8811.1998,1978,20,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,NA,NA,NA.1978,158,1999,-22.604,6.1,140,64,2.1875,4,3.414
W9208,F,1995,W9208.1995,1991,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8808,W8503,W8808.1991,44,1996,-22.46,4.58,101,61.5,1.642276423,4,3.5316
W9307,F,1995,W9307.1995,1992,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8906,UNKNOWN26,W8906.1992,46,1996,-22.83,4.47,70,55,1.272727273,4,3.7374
W9307,F,1996,W9307.1996,1992,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8906,UNKNOWN26,W8906.1992,12,1997,-23.118,4.79,63,57,1.105263158,4,3.6394
W9310,F,1995,W9310.1995,1992,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9308,W8807,W9308.1992,48,1996,-22.83,4.68,85,59,1.440677966,4,3.0612
W9403,F,1995,W9403.1995,1993,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8808,W8607,W8808.1993,51,1996,-23.13,3.96,52,50,1.04,4,3.6002
W9403,F,1996,W9403.1996,1993,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8808,W8607,W8808.1993,16,1997,-22.558,4.55,77,54,1.425925926,4,2.189
W9403,F,2003,W9403.2003,1993,10,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8808,W8607,W8808.1993,369,2004,-22.884,4.7,105,61.5,1.707317073,6,2.9534
W9404,F,1995,W9404.1995,1993,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9008,W9811,W9008.1993,52,1996,-22.67,3.73,68,53,1.283018868,4,3.1396
W9404,F,1996,W9404.1996,1993,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9008,W9811,W9008.1993,17,1997,-22.868,4.23,83.5,56,1.491071429,6,2.6692
W9504,F,1996,W9504.1996,1994,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9308,W8807,W9308.1994,18,1997,-22.798,4.8,76,NA,NA,6,3.4434
W9504,F,1996,W9504.1996,1994,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9308,W8807,W9308.1994,18,1997,-22.798,4.8,76,NA,NA,6,3.4434
W9507,F,1996,W9507.1996,1994,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8906,W8607,W8906.1994,21,1997,-22.718,4.36,43,44,0.977272727,4,3.2376
W9507,F,1997,W9507.1997,1994,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8906,W8607,W8906.1994,134,1998,-22.726,4.37,65,54,1.203703704,4,2.7672
W9507,F,1998,W9507.1998,1994,4,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W8906,W8607,W8906.1994,164,1999,-22.444,4.74,82,59,1.389830508,4,3.3846
W9804,F,2000,W9804.2000,1997,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9008,W9811,W9008.1997,243,2001,-22.64,4.3,71,54.5,1.302752294,4,4.5312
W9806,F,1998,W9806.1998,1996,2,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0121,NA,W0121.1996,167,1999,-22.624,4.54,62,54,1.148148148,4,4.5312
W9806,F,1999,W9806.1999,1996,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W0121,NA,W0121.1996,224,2000,-22.542,4.86,NA,58,NA,4,9.8526
W9913,F,2001,W9913.2001,1998,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9404,W9311,W9404.1998,276,2002,-22.558,4.47,90,57,1.578947368,4,4.345
W9914,F,2001,W9914.2001,1998,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9404,W9311,W9404.1998,277,2002,-22.498,4.37,79,56,1.410714286,4,4.4528
W0405,F,2006,W0405.2006,2003,3,NA,1,l,Sfem,0,unknown,unknown,N,unknown,NA,W9007,W9916,W9007.2003,487,2007,-22.918,5.04,72,57.5,1.252173913,6,2.25
W0503,F,2008,W0503.2008,2004,4,W0503.2008,2,b,Wcubs,0,yes,0,P,litterloss,FV,W9806,W0233,W9806.2004,743,2009,-22.894,4.71,90,63,1.428571429,4,7.79
W0104,F,2005,W0104.2005,2000,5,W0104.2005,2,b,Wcubs,2,no,0,P,2.5,P,W9909,UNKNOWN01,W9909.2000,890,2006,-22.95,4.36,77,59,1.305084746,4,11.35
W0107,F,2006,W0107.2006,2000,6,W0107.2006,2,b,Wcubs,1,no,0,P,1.5,P,W9003,W0801,W9003.2000,903,2007,-22.798,4.75,85,65,1.307692308,4,8.71
W0209,F,2006,W0209.2006,2001,5,W0209.2006,2,b,Wcubs,3,no,0,P,1.5,P,W0109,W9701,W0109.2001,904,2007,-23.378,4.75,81,59,1.372881356,4,7.97
W0212,F,2006,W0212.2006,2001,5,W0212.2006,2,b,Wcubs,NA,yes,0,P,litterloss,P,W9307,W9701,W9307.2001,484,2007,-23.478,5.09,81,59,1.372881356,5,3.8158
W0234,F,2003,W0234.2003,1999,4,W0234.2003,2,b,Wcubs,3,no,0,P,1.5,P,NA,NA,NA.1999,386,2004,-23.314,4.15,74,56,1.321428571,4,3.463
W0236,F,2004,W0236.2004,1999,5,W0236.2004,2,b,Wcubs,1,no,0,P,1.5,P,V127808,NA,V127808.1999,427,2005,-23.062,3.64,91,59,1.542372881,4,5.1682
W9208,F,1996,W9208.1996,1991,5,W9208.1996,2,b,Wcubs,2,no,0,P,1.5,P,W8808,W8503,W8808.1991,11,1997,-22.858,5.37,99,59,1.677966102,4,3.6394
W0010,F,2005,W0010.2005,1999,6,W0010.2005,2,b,Wcubs,2,no,0,P,1.5,P,W9403,W9810,W9403.1999,889,2006,-23.55,4.37,83,60,1.383333333,4,8.1
W0411,F,2007,W0411.2007,2003,4,W0411.2007,2,b,Wcubs,1,unknown,0,P,unknown,P,W9307,W9701,W9307.2003,525,2008,-23.196,4.77,77,58,1.327586207,4,7.677
W0507,F,2008,W0507.2008,2004,4,W0507.2008,2,b,Wcubs,2,yes,0,P,litterloss,P,W8906,W0230,W8906.2004,744,2009,-22.464,4.39,96,63,1.523809524,4,7.54
W0605,F,2012,W0605.2012,2005,7,W0605.2012,2,b,Wcubs,2,no,0,P,2.5,P,W0229,UNKNOWN11,W0229.2005,588,2013,-23.196,4.63,72,57,1.263157895,4,8.18
W0610,F,2012,W0610.2012,2005,7,W0610.2012,2,b,Wcubs,NA,yes,0,P,litterloss,P,W0425,UNKNOWN03,W0425.2005,590,2013,-23.126,4.49,75,54,1.388888889,4,9.85
W0621,F,2010,W0621.2010,2005,5,W0621.2010,2,b,Wcubs,3,yes,0,P,litterloss,P,W9913,W0424,W9913.2005,676,2011,-22.87,4.57,83,60,1.383333333,4,7.05
W0623,F,2010,W0623.2010,2005,5,W0623.2010,2,b,Wcubs,2,no,0,P,1.5,P,W9914,W0102,W9914.2005,677,2011,-23.22,4.4,70,57,1.228070175,4,10.91
W1206,F,2015,W1206.2015,2011,4,W1206.2015,2,b,Wcubs,NA,yes,0,P,litterloss,P,W0104,V229012,W0104.2011,717,2016,-24.02,6.15,120,65,1.846153846,4,4.64
W9101,F,1996,W9101.1996,1990,6,W9101.1996,2,b,Wcubs,NA,yes,0,P,litterloss,P,W8906,W8607,W8906.1990,8,1997,-22.798,4.66,80,55,1.454545455,4,2.287
W9207,F,1995,W9207.1995,1991,4,W9207.1995,2,b,Wcubs,2,no,0,P,1.5,P,W8808,UNKNOWN26,W8808.1991,43,1996,-23.44,3.54,76,56,1.357142857,4,4.59
W9310,F,1997,W9310.1997,1992,5,W9310.1997,2,b,Wcubs,1,no,0,P,1.5,P,W9308,W8807,W9308.1992,130,1998,-22.546,3.99,90,62,1.451612903,4,3.365
W9403,F,1999,W9403.1999,1993,6,W9403.1999,2,b,Wcubs,2,no,0,P,1.5,P,W8808,W8607,W8808.1993,221,2000,-22.632,4.89,102,58,1.75862069,4,3.9432
W9504,F,1999,W9504.1999,1994,5,W9504.1999,2,b,Wcubs,3,no,0,P,2.5,P,W9308,W8807,W9308.1994,223,2000,-22.742,4.99,82,57,1.438596491,4,4.688
W9814,F,2003,W9814.2003,1997,6,W9814.2003,2,b,Wcubs,1,no,0,P,2.5,P,W9308,W8807,W9308.1997,373,2004,-22.854,3.84,87,61,1.426229508,4,3.806
W9913,F,2003,W9913.2003,1998,5,W9913.2003,2,b,Wcubs,2,no,0,P,1.5,P,W9404,W9311,W9404.1998,374,2004,-22.894,3.67,101,60,1.683333333,4,2.6986
W0626,F,2006,W0626.2006,2000,6,W0626.2005,3,s,Wcubs,2,yes,1,unknown,1.5,NA,NA,NA,NA.2000,500,2007,-23.158,4.6,68,57,1.192982456,5,3.0416
W0626,F,2005,W0626.2005,2000,5,W0626.2005,2,b,Wcubs,NA,no,0,M,1.5,O,NA,NA,NA.2000,477,2006,-23.23,4.44,76,57,1.333333333,6,4.2078
W0109,F,2001,W0109.2001,1994,7,W0109.2001,2,b,Wcubs,2,no,0,P,1.5,P,W0121,W9002,W0121.1994,285,2002,-22.748,3.81,76,57,1.333333333,4,4.8448
W0229,F,2005,W0229.2005,1998,7,W0229.2005,2,b,Wcubs,3,no,0,P,1.5,P,01WW09,W9921,01WW09.1998,891,2006,-22.96,4.34,89,60,1.483333333,4,8.82
W0237,F,2003,W0237.2003,1997,6,W0237.2003,2,b,Wcubs,2,no,0,P,1.5,P,NA,NA,NA.1997,874,2004,-22.954,3.82,93,61,1.524590164,4,6.57
W0004,F,1999,W0004.1999,1994,5,W0004.1999,2,b,Wcubs,NA,no,0,P,1.5,P,NA,W9002,NA.1994,234,2000,-22.652,4.62,95,59,1.610169492,4,5.0114
W0517,F,2006,W0517.2006,2001,5,W0517.2006,2,b,Wcubs,2,no,0,P,2.5,P,NA,NA,NA.2001,495,2007,-23.178,4.57,62,53.5,1.158878505,4,6.0698
W1203,F,2015,W1203.2015,2008,7,W1203.2015,2,b,Wcubs,3,no,0,P,1.5,P,NA,W9301,NA.2008,575,2016,-23.8,5.17,77.8,56.5,1.37699115,5,7.05
W9615,F,2002,W9615.2002,1995,7,W9615.2002,2,b,Wcubs,2,no,0,P,1.5,P,W8905,W9409,W8905.1995,329,2003,-22.586,4.35,92,58,1.586206897,4,4.5802
W9904,F,1998,W9904.1998,1994,4,W9904.1998,2,b,Wcubs,NA,yes,0,P,1.5,P,94S95,NA,94S95.1994,173,1999,-22.074,5.21,111,60,1.85,4,2.8456
W0425,F,2005,W0425.2005,2000,5,W0425.2005,2,b,Wcubs,2,no,0,M,1.5,TW,W0325,NA,W0325.2000,892,2006,-23.16,4.81,72,57,1.263157895,4,8.33
